id,label
0b2ea2a822ad23fdb1b5dd26653da899fbd2c0d5,-5.5942926
95596b92e5066c5c52466c90b69ff089b39f2737,-4.1272006
248e6738860e2ebcf6258cdc1f32f299e0c76914,-4.29512
2c35657e312966e9294eac6841726ff3a748febf,-7.2918663
145782eb7caa1c516acbe2eda34d9a3f31c41fd6,-0.06663716
725dabe6ecccc68b958a2c7dd75bcbf362c7cb03,1.9789307
aa0307865281d4484ddf8c637c348292968b93a7,-4.127919
f4e5dc9c949920f1b3362982e15e99bf6f3ef83b,-0.7518353
95e08c9cedc28a9b4a86f4fc1e06c1972134be08,-6.3135395
ee1f5345a8d4e28403b7e61b97b5f76c201ce9cb,-6.6750655
14b1e9a72e27a35f13056db611feb3c8825916f4,1.4645086999999999
4f7710b24b9b776f6bfc89fad5469592d18e5431,-7.2390623
2b0668109c7c446c94d29e1b554016b486e84bde,-21.69688
8dbd712b5b5e86c18c97da3fb7845cfe23cdf1c5,-5.2756824
0084317dbb3398aed9f7c915c2cdef5a07ada5be,-7.023185300000001
5685c695bb0926d8ce434bb787a58affdc9277df,6.290337999999999
715ea4b61896620422f4c9c954db514077633745,-6.667331699999999
a218c12c700277dd50b2da4e0e3a0089d5094186,-6.5493865
c0a44513db67635cc99370f24d962e272dbf7a11,-3.6378994
dd52e9ad03e746aff71b1d81c1cf168ec6dcdf57,1.8984618999999998
a67f22a204960680de09f88c9a588014e78e314c,5.051008
5a895b4562c4d67d194b76094690a8cba046f9f3,-4.1240845
09f704e216dab50f7d759746bb1f132cc7b59939,0.8557870000000001
e1d48393c5fa0bca3d3469f8a42e1991f2939a3d,-8.586721
42301acb5c16684fbde86e0210f19f6adf232316,0.5120309000000001
4c3b7d71422fe2c35153a821c84538516ee89573,-2.4974597000000003
edf908d325da428766464beb035c744e589e2ba0,-3.9151491999999997
c68144b44b49d96d4b2e1870f854781a84ec3e20,-9.485092999999999
81d0aa3c20f021c2fc12a79c359ea29fa499425f,-5.801035
564804ca8f0e05b7790108a24e7f2a36f1732375,0.51955354
8fa59f50488309b0f0bbe931ff416118094d2ff7,-4.7072415
a66bd24337796d86c62f080c95939ba54a2c5125,-8.18789
b2e728e2b03b46dce8699387912eddfa655230ed,-0.25340575
897bc5ac27b6dac879a3a3c6422ac48231a54e17,-5.989747
a3f7dc59ad6208c52350569e2b8e2176eb45a4f2,3.0484245
2ade3ffdc58a97d8a02fc968fb28de10de1c53da,-4.574383
cda27248c63b1fbd62c69cbb0f401e5b82f0b5e3,-3.3780050000000004
c7be682619bea4329db2066332d51d52698cab67,-7.073137299999999
1a44a1321514bd4a074a4b08aa6279a76887672c,4.6051755
49abc1bef12526d5c4d4d13d11ee792a1302a7a4,-7.981008500000001
ed613fd86fce87047bd5a7f68c4384069d597deb,-1.7331923999999999
38d4f639e1231013dac84fe9095e95ad78ad5982,4.2580023
deb06ae7b6b7db50c3f58bf54e7300aa2464eac2,-7.0175247
31c400218dd7979fed323177ee81ffefc3fb633a,-4.726108
1dce1944eae399c8ace3f7cef3e54be17c0a0bed,-4.219254
88a12685148c0d876fed1fba8228afc6e7ee937f,-7.30572
4600b49bd4af02846ce8003f24f039d8be42c124,-7.005737299999999
7bcb0c07eb56982a58d56696a33634e60db002e3,4.2142349999999995
62be5bb7392c938e9362499f409a3ccb7231d7fd,5.8290854
b7339f7668f8d857edd607da54b2a664837d26cf,-2.487129
563d9722d44d4dc0312c4f87c0c0d198b388a924,-1.8497554
446eae20441c53edc8f17f249da78e6749f54faa,6.519287
b57edf932407d952836bfbb98277393ceeef6ebe,-2.6876287
5637eb6e17a9a70a42789b5433248330b67ec39b,-6.0064116
729e1bf0475b7ac3e35cc06b26bebee6cef30fc7,8.303287
826601df53d165eb44afa568c5bdc4d7f2629dea,-5.562125
655349f8a6a936934b7b823ba869c41ef7f6bdea,-3.2561674
c601d8d881a4ee66a8e0a35be580d4b0e2fb2510,4.2439585
080e3ca34baa069da49dc84c05425dea60c639ed,5.8869110000000004
3662149015f337593ddd8dcd13bcebb629bfe5f7,1.3872038999999998
e1d2dc094e3e98d0e643a365d61bda5489fe2b33,-18.251568
3d56a0a03d0544d3e53b36715f0fcdc0cd3b4155,-9.82137
6f94aec91a43350ffc74078172aebc30b396133e,-4.5054625999999995
6e53634fd4baee13610c5c4fe5ff904e81edaca1,-0.9036412
0f7cf47dee8b26071c1f79613f4b49777ebb924e,-5.808546
cb61efc7ad4f45c2989b8338aae9a8a578102a6c,-4.58097
65056ede426e84f650367fc8337b2203b21a5b0d,-5.4052362
a013ea4d4e6eab2456f51973b9be2633b256dff5,-6.384196299999999
5a9369fd21f6ba33d659d5d5524e4f0407bb7dfe,-4.009381299999999
681b1b0d99d92f353d44f0aead3a5bf08596b163,-2.1150875
bf0d0b39970125630e4c1279226bfb4e27673062,0.634081
dd06cca8f0e1a57d5435c7c22d97ec5129981805,3.4405599000000002
f6c883298fa84326cc4a40a3ab85d0448da04d77,2.0561953
